n, insertion_cmp, insertion_swaps, insertion_time, selection_cmp, selection_swaps, selection_time, merge_cmp, merge_swaps, merge_time, quick_cmp, quick_swaps, quick_time 
931, 211064, 210141, 228366, 432915, 927, 133758, 8026, 0, 4551, 15469, 2875, 8324
932, 211100, 210176, 236136, 433846, 928, 138373, 8016, 0, 4525, 16189, 2801, 8816
933, 211626, 210701, 229300, 434778, 929, 139838, 8036, 0, 4582, 15458, 2862, 7820
934, 212286, 211360, 233079, 435711, 925, 145884, 8025, 0, 4523, 15426, 2853, 8954
935, 213137, 212210, 233365, 436645, 926, 139478, 8052, 0, 4628, 15988, 2853, 8377
936, 213772, 212844, 221785, 437580, 931, 153907, 8073, 0, 4997, 15577, 2828, 8704
937, 214628, 213699, 232893, 438516, 929, 140988, 8089, 0, 4636, 15904, 2855, 8262
938, 215454, 214524, 237819, 439453, 930, 141873, 8073, 0, 4498, 15832, 2862, 8017
939, 215487, 214556, 226701, 440391, 930, 143818, 8079, 0, 7681, 15248, 2882, 8429
940, 215697, 214765, 231177, 441330, 930, 140160, 8096, 0, 4882, 15815, 2831, 8181
941, 215842, 214909, 231270, 442270, 931, 143307, 8123, 0, 5867, 15884, 2832, 8323
942, 216213, 215279, 232428, 443211, 932, 137064, 8120, 0, 4712, 16497, 2813, 8768
943, 217155, 216220, 247427, 444153, 940, 140087, 8133, 0, 4741, 16539, 2815, 8703
944, 217404, 216468, 232485, 445096, 937, 149013, 8158, 0, 4621, 15632, 2872, 8145
945, 218246, 217309, 229915, 446040, 934, 151547, 8164, 0, 4715, 16799, 2842, 8575
946, 218577, 217639, 232088, 446985, 939, 135574, 8179, 0, 4680, 15818, 2878, 8213
947, 218880, 217941, 255264, 447931, 940, 141005, 8187, 0, 4616, 16045, 2870, 8272
948, 218962, 218022, 228764, 448878, 941, 152663, 8163, 0, 4760, 16008, 2888, 12479
949, 219326, 218385, 241206, 449826, 940, 160086, 8182, 0, 4619, 15852, 2901, 8738
950, 219796, 218854, 236901, 450775, 943, 137719, 8217, 0, 4580, 15974, 2912, 8239
951, 220048, 219105, 253049, 451725, 941, 152942, 8215, 0, 4928, 16143, 2867, 9139
952, 220586, 219642, 236206, 452676, 943, 151663, 8223, 0, 4636, 16954, 2841, 8490
953, 221179, 220234, 244880, 453628, 948, 138175, 8234, 0, 4802, 16455, 2841, 11780
954, 221566, 220620, 259517, 454581, 950, 145673, 8246, 0, 4761, 17052, 2879, 8605
955, 222094, 221147, 235172, 455535, 946, 141625, 8255, 0, 4617, 15752, 2928, 8666
956, 222631, 221683, 256549, 456490, 951, 139487, 8270, 0, 4631, 16136, 2904, 13416
957, 222975, 222026, 245502, 457446, 952, 146740, 8285, 0, 4797, 15996, 2914, 8838
958, 223667, 222717, 254475, 458403, 952, 148386, 8326, 0, 4763, 15833, 2931, 8505
959, 224301, 223350, 238720, 459361, 949, 151187, 8321, 0, 5311, 16059, 2940, 8479
960, 224304, 223352, 253352, 460320, 951, 148878, 8300, 0, 4851, 16465, 2914, 8709
961, 224746, 223793, 250746, 461280, 954, 151561, 8310, 0, 4769, 16417, 2919, 8695
962, 224886, 223932, 248790, 462241, 957, 143356, 8325, 0, 5043, 15963, 2932, 8582
963, 225145, 224190, 256740, 463203, 956, 149447, 8345, 0, 4919, 15935, 2946, 8246
964, 225871, 224915, 235221, 464166, 957, 154548, 8352, 0, 7752, 16477, 2922, 8424
965, 226024, 225067, 248783, 465130, 958, 156169, 8362, 0, 4843, 15764, 2976, 11683
966, 226332, 225374, 238875, 466095, 955, 141495, 8387, 0, 4873, 16075, 2936, 8398
967, 226459, 225500, 258652, 467061, 960, 155634, 8383, 0, 4747, 16644, 2917, 8575
968, 226856, 225896, 259527, 468028, 956, 144379, 8380, 0, 4674, 16351, 2960, 8329
969, 227284, 226323, 245546, 468996, 958, 144414, 8383, 0, 4978, 16170, 2966, 9418
970, 227915, 226953, 252256, 469965, 964, 148761, 8398, 0, 4812, 16154, 2968, 12045
971, 228606, 227643, 245978, 470935, 955, 149975, 8398, 0, 4669, 15987, 3001, 8325
972, 229117, 228153, 251897, 471906, 964, 143993, 8430, 0, 4701, 17082, 2925, 8692
973, 230079, 229114, 284651, 472878, 961, 174964, 8440, 0, 4953, 17231, 2938, 9840
974, 230980, 230014, 253264, 473851, 964, 182486, 8449, 0, 5512, 16738, 2978, 12360
975, 231744, 230777, 281759, 474825, 967, 162131, 8458, 0, 5066, 17093, 2939, 9830
976, 232215, 231247, 271204, 475800, 970, 169385, 8447, 0, 5465, 16291, 2991, 11095
977, 232351, 231382, 266122, 476776, 970, 166111, 8461, 0, 5545, 16871, 3007, 9551
978, 233094, 232124, 275962, 477753, 970, 159752, 8493, 0, 6321, 16748, 2996, 9293
979, 233798, 232827, 258399, 478731, 975, 150410, 8495, 0, 4982, 16412, 3007, 8850
980, 234111, 233139, 287005, 479710, 971, 159506, 8493, 0, 5494, 16849, 3006, 9026
981, 234448, 233475, 253906, 480690, 977, 173090, 8496, 0, 4886, 16530, 3008, 13015
982, 234621, 233647, 266017, 481671, 976, 152748, 8539, 0, 4852, 16772, 3030, 8661
983, 234812, 233837, 259984, 482653, 976, 173268, 8527, 0, 4874, 17018, 3039, 8659
984, 235709, 234733, 248774, 483636, 979, 153486, 8528, 0, 8437, 17084, 2971, 9219
985, 235958, 234981, 264225, 484620, 974, 161439, 8542, 0, 5287, 16203, 3031, 8577
986, 236186, 235208, 261712, 485605, 977, 149845, 8551, 0, 4825, 16571, 3026, 8653
987, 236197, 235218, 266314, 486591, 975, 161762, 8559, 0, 4984, 17280, 3009, 9191
988, 236324, 235344, 269349, 487578, 978, 154359, 8564, 0, 4876, 16402, 3036, 8917
989, 236509, 235528, 255707, 488566, 980, 172744, 8577, 0, 4812, 16639, 3008, 8664
990, 237433, 236451, 262350, 489555, 984, 174029, 8597, 0, 4792, 17196, 3013, 8780
991, 238119, 237136, 247138, 490545, 983, 165280, 8601, 0, 5672, 16566, 3005, 9006
992, 239097, 238113, 263096, 491536, 984, 171103, 8615, 0, 4792, 17592, 3047, 12122
993, 240044, 239059, 253693, 492528, 986, 154673, 8622, 0, 5073, 17488, 2986, 9504
994, 240211, 239225, 266234, 493521, 987, 162437, 8643, 0, 5705, 17013, 3042, 11538
995, 240838, 239851, 265608, 494515, 984, 151564, 8649, 0, 4812, 16863, 2999, 9000
996, 241202, 240214, 270072, 495510, 987, 162092, 8656, 0, 4914, 16613, 3015, 8805
997, 241592, 240603, 269790, 496506, 985, 155435, 8663, 0, 4965, 16464, 3050, 8401
998, 241676, 240686, 254910, 497503, 991, 172648, 8671, 0, 5000, 17143, 3027, 8930
999, 242536, 241545, 263031, 498501, 990, 171947, 8680, 0, 4965, 17174, 3036, 8757
1000, 242884, 241892, 247514, 499500, 991, 181239, 8693, 0, 5386, 17229, 3031, 10123
